No,vuf,V_A,V_B,V_C,I_A,I_B,I_C,V_a,V_b,V_c,I_a,I_b,I_c,phase_B,phase_C,phase_a,phase_b,phase_c,faulted
966,0.0565332523932095,123432,128573,134382,0,84.8,86.4,12829,13096,14054,821.5,805.9,40.3,114.59,-122.99,-0.01,114.35,-121.92,1
967,0.0254085498801594,129993,130732,133859,63.9,31.4,32.7,13384,13487,13943,919.2,905.8,37.3,118.22,-120.62,0.68,118.17,-120.21,0
967,2.42041806437042e-05,133122,133121,133125,0.8,0.7,0.7,13834,13834,13835,1.1,1,0,120,-120,0,120,-120,0
968,0.000478811833108071,133020,133088,133134,0,1.3,1.3,13825,13828,13836,1.1,1,0,119.95,-120.03,-0.01,119.95,-120.02,1
968,0.0607380697496914,122746,128260,134470,0,90.7,92.2,12758,13045,14069,877.7,863,37.7,114.19,-123.21,-0.01,113.92,-122.06,1
969,0.0218704009234258,129886,130951,133336,62.4,28.5,36.3,13368,13519,13868,932.5,854.5,174.2,118.52,-120.35,0.64,118.54,-119.87,0
969,1.94828409445824e-05,133122,133121,133124,0.8,0.7,0.7,13834,13834,13835,1.1,1,0.2,120,-120,0,120,-120,0
970,0.000474984643533755,133019,133088,133133,0,1.3,1.3,13825,13828,13836,1.1,1,0.2,119.95,-120.03,-0.01,119.95,-120.02,1
970,0.056432389312003,122405,128558,133813,0,85.4,94.1,12722,13091,13970,895.1,812.1,175.6,114.7,-122.7,-0.01,114.48,-121.49,1
971,0.0251855088543261,129497,130621,133435,70.4,32.7,39.9,13313,13471,13883,1045.2,973.3,173.9,118.28,-120.45,0.73,118.3,-119.93,0
971,1.58691175274257e-05,133122,133122,133124,0.8,0.7,0.7,13834,13834,13835,1,0.9,0.2,120,-120,0,120,-120,0
972,0.000465721607639756,133021,133089,133133,0,1.3,1.3,13826,13828,13836,0.9,0.9,0.2,119.95,-120.03,-0.01,119.95,-120.02,1
972,0.0640780992756643,121168,127959,133960,0,96.5,104.7,12594,12994,13997,997.1,919.1,175.6,113.95,-123.13,-0.01,113.69,-121.79,1
973,0.0202464630020878,128024,131075,130483,81,43.1,82.3,13098,13539,13460,1504.2,954.6,985,119.54,-119.07,0.68,120,-118.04,0
973,7.99817821760893e-06,133120,133122,133122,0.8,0.8,0.8,13834,13834,13834,1.5,1,0.9,120,-120,0,120,-120,0
974,0.000470735791462565,133015,133088,133131,0,1.3,1.4,13825,13828,13836,1.5,1,0.9,119.95,-120.03,-0.01,119.95,-120.02,1
974,0.0615924516445708,116550,128270,130335,0,92.3,152,12114,13035,13468,1451.7,877.9,989.2,115.4,-121.06,-0.01,115.36,-119.01,1
975,0.0182343564496968,128525,131211,130871,74,38.7,73.1,13170,13559,13515,1354.1,881.1,861.5,119.5,-119.23,0.63,119.9,-118.32,0
975,7.7268344242873e-06,133120,133122,133122,0.8,0.7,0.8,13834,13834,13834,1.5,0.9,0.9,120,-120,0,120,-120,0
976,0.000466873815792739,133015,133088,133130,0,1.3,1.4,13825,13828,13836,1.5,0.9,0.9,119.95,-120.03,-0.01,119.95,-120.02,1
976,0.0564798855577495,118109,128598,130810,0,86,137.4,12276,13089,13533,1310.6,816.9,865.4,115.64,-121.13,-0.01,115.6,-119.29,1
977,0.063803321298395,124895,132082,122828,108.5,112.2,199.7,12640,13703,12376,2887.5,894.4,2926.8,122.98,-115.56,0.34,124.48,-113.24,0
977,6.79130145275152e-05,133116,133124,133113,0.8,0.8,0.9,13833,13835,13833,3.5,1,3.5,120,-120,0,120.01,-119.99,0
978,0.000457331573029258,132999,133089,133119,0,1.3,1.6,13823,13829,13834,3.5,1,3.5,119.96,-120.02,-0.01,119.95,-120.01,1
978,0.0974284690308569,107197,129195,121010,0,85.3,290.1,11142,13176,12113,2781.5,810.3,2893.1,120.48,-114.88,-0.01,120.95,-111.13,1
979,0.0596112334700828,125510,132051,123273,100.8,109.2,189,12730,13697,12436,2708.2,872.2,2797.5,122.88,-115.89,0.34,124.34,-113.72,0
979,5.97372883020444e-05,133117,133124,133114,0.8,0.8,0.9,13834,13835,13833,3,0.8,3,120,-120,0,120,-119.99,0
980,0.000448553893347054,133004,133090,133121,0,1.3,1.5,13824,13829,13834,3,0.8,3,119.96,-120.02,-0.01,119.95,-120.01,1
980,0.0887740963264656,108995,129307,121643,0,84.1,273.3,11328,13197,12200,2620.7,799.2,2772.2,120.4,-115.4,-0.01,120.91,-111.89,1
981,0.0938860787703707,121694,125021,135442,217,108.4,108.6,12216,12658,14188,3123.5,3121.7,11.6,113.42,-122.11,2.53,113,-120.77,0
981,9.12851750250938e-05,133114,133115,133128,0.9,0.8,0.8,13833,13833,13835,3.4,3.4,0,119.99,-120,0,119.99,-120,0
982,0.000640559999867408,132994,133074,133139,0,1.6,1.5,13823,13826,13837,3.4,3.4,0,119.93,-120.04,-0.01,119.93,-120.03,1
982,0.205602353812591,98813,119482,135375,0,273.4,273.9,10270,11633,14294,2626.9,2623.6,11.6,100.68,-129.91,-0.01,98.78,-126.46,1
983,0.0801515079815581,123411,126095,135226,187.2,93.5,93.7,12456,12813,14153,2693.5,2692,10.8,114.37,-121.86,2.15,114.04,-120.7,0
983,8.53618042643243e-05,133115,133115,133127,0.9,0.8,0.8,13833,13833,13835,3.2,3.2,0,119.99,-120,0,119.99,-120,0
984,0.000626395891524577,132996,133075,133139,0,1.5,1.5,13823,13826,13837,3.2,3.2,0,119.94,-120.04,-0.01,119.93,-120.03,1
984,0.178021021165759,103329,120839,135468,0,241.9,242.4,10740,11848,14290,2323.3,2320.4,10.9,103.18,-128.75,-0.01,101.67,-125.72,1
985,0.0943657667604302,121548,124911,135355,219.5,109.5,110.1,12196,12642,14176,3161.8,3156.5,40.2,113.39,-122.11,2.56,112.98,-120.75,0
985,8.03233114975428e-05,133115,133116,133127,0.9,0.8,0.8,13833,13833,13835,3.1,3.1,0,119.99,-120,0,119.99,-120,0
986,0.000615359625162949,132998,133076,133139,0,1.5,1.5,13823,13826,13837,3.1,3.1,0,119.94,-120.04,-0.01,119.93,-120.03,1
986,0.207237481629791,98438,119351,135263,0,275.6,276.9,10231,11612,14280,2655.8,2644.7,40.1,100.53,-129.98,-0.01,98.61,-126.49,1
987,0.0790329043621165,123486,126120,135135,186,92.9,93.2,12466,12817,14139,2676.5,2673.7,33.4,114.45,-121.83,2.13,114.14,-120.68,0
987,8.37782922227034e-05,133115,133115,133127,0.9,0.8,0.8,13833,13833,13835,3.2,3.2,0,119.99,-120,0,119.99,-120,0
988,0.000623577336124839,132996,133075,133139,0,1.5,1.5,13823,13826,13837,3.2,3.2,0,119.94,-120.04,-0.01,119.93,-120.03,1
988,0.176317604044004,103533,120876,135393,0,240.4,241.3,10761,11854,14279,2312.6,2305.5,33.3,103.32,-128.69,-0.01,101.85,-125.67,1
989,0.074268155316235,123590,126127,134548,183.9,91.2,93.8,12481,12818,14055,2658.2,2633.6,188.2,114.81,-121.69,2.1,114.62,-120.49,0
989,7.58418332458492e-05,133115,133116,133127,0.9,0.8,0.8,13833,13833,13835,3,3,0.2,119.99,-120,0,119.99,-120,0
990,0.000609305242162656,132998,133076,133138,0,1.5,1.5,13823,13826,13837,3,3,0.2,119.94,-120.04,-0.01,119.93,-120.02,1
990,0.170583990138839,103811,120894,134828,0,236.1,241.2,10790,11857,14198,2312.2,2264.5,188.5,103.81,-128.45,-0.01,102.5,-125.39,1
991,0.079519781897486,122923,125695,134623,195.6,97,99.7,12387,12755,14067,2828.4,2802.3,193.2,114.44,-121.79,2.25,114.23,-120.52,0
991,8.56374771517235e-05,133114,133115,133127,0.9,0.8,0.8,13833,13833,13835,3.4,3.4,0.2,119.99,-120,0,119.99,-120,0
992,0.00063238493946643,132994,133074,133139,0,1.6,1.5,13823,13826,13837,3.4,3.4,0.2,119.93,-120.04,-0.01,119.93,-120.03,1
992,0.181385570771583,102019,120324,134794,0,248.7,254.1,10603,11766,14200,2436.3,2385.4,193.4,102.82,-128.92,-0.01,101.37,-125.69,1
993,0.0740885414444729,121525,124371,132336,219.7,114,123.4,12193,12564,13743,3238.7,3141.2,859.7,114.89,-121.52,2.56,115.14,-119.87,0
993,6.82910008235217e-05,133114,133114,133124,1,0.8,0.8,13833,13833,13835,3.5,3.5,1,120,-120,0,120,-120,0
994,0.000618755904106026,132993,133073,133136,0,1.6,1.6,13823,13826,13837,3.5,3.5,1,119.94,-120.04,-0.01,119.93,-120.03,1
994,0.187244675534271,98376,118698,132309,0,268.5,291.2,10225,11506,13866,2792.6,2575.6,860,102.09,-129.31,-0.01,100.93,-125.45,1
995,0.0615972960758368,122880,124998,131855,197.7,107.8,113.6,12382,12656,13670,2914.3,2853.2,947.7,115.73,-121.35,2.29,116.12,-119.84,0
995,6.18028185853954e-05,133115,133115,133124,0.9,0.8,0.8,13833,13833,13835,3.2,3.3,1,120,-120,0,120,-120,0
996,0.000601046120928786,132997,133074,133135,0,1.6,1.5,13823,13826,13837,3.2,3.3,1,119.94,-120.04,-0.01,119.93,-120.02,1
996,0.164492822500834,101927,119505,132122,0,248.3,268,10594,11637,13827,2568.7,2381.2,945.8,104,-128.56,-0.01,103.23,-125,1
997,0.0108301304893446,123403,122473,124074,197.5,192.2,177.4,12460,12318,12549,3091.3,3328.1,2998.3,119.39,-120.68,2.35,121.5,-118.64,0
997,1.07735674630895e-05,133114,133113,133114,0.9,0.9,0.9,13833,13833,13833,3.8,3.8,3.5,120,-120,0,120,-120,0
998,0.000549569610572007,132995,133072,133126,0,1.6,1.6,13823,13826,13835,3.8,3.8,3.5,119.94,-120.04,-0.01,119.94,-120.02,1
998,0.109595884774429,103453,116704,124824,0,290.2,304.3,10752,11236,12802,2917.2,2783.9,2981.2,107.48,-128.12,-0.01,108.82,-123.84,1
999,0.00620057030031982,122055,122240,122919,211.5,201.2,201.7,12267,12288,12391,3462.5,3456.1,3289,119.58,-120.13,2.46,121.85,-117.76,0
999,2.2486585326391e-05,133116,133114,133113,0.9,0.9,0.9,13833,13833,13833,3.3,3.4,3.7,120,-120,0,120,-120,0
1000,0.000505722098153,133001,133075,133124,0,1.6,1.6,13824,13826,13835,3.3,3.4,3.7,119.94,-120.03,-0.01,119.94,-120.02,1
1000,0.115948309106199,99755,116332,123195,0,296.7,338.2,10368,11173,12580,3243.8,2846.3,3287.9,107.33,-127.51,-0.01,108.64,-122.7,1
1001,1.25346311719167e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1001,1.746537402906e-06,133091,133091,133091,1.4,1.4,1.4,13830,13830,13830,11.9,11.6,11.6,120,-120,0.01,120.01,-119.99,0
1002,0.000409413152021054,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1002,0.000818507800360634,132916,133030,133110,0,2.4,2.5,13815,13819,13833,11.9,11.6,11.6,119.91,-120.06,-0.01,119.91,-120.03,1
1003,1.2535604712204e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1003,1.91755701860419e-05,133095,133094,133093,1.3,1.4,1.4,13830,13830,13830,10.6,10.6,10.9,120,-120,0.01,120.01,-119.99,0
1004,0.000409435899514114,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1004,0.000754034883259112,132931,133036,133111,0,2.3,2.3,13816,13820,13833,10.6,10.6,10.9,119.92,-120.05,-0.01,119.92,-120.03,1
1005,0.000119087167930051,133095,133094,133078,1.3,1.5,1.6,13830,13830,13828,11.8,11.2,14.7,120.01,-120,0.01,120.02,-119.99,0
1005,1.26144898204705e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1006,0.000409343521838774,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1006,0.000643753293260099,132931,133037,133095,0,2.4,2.5,13816,13820,13831,11.8,11.2,14.7,119.93,-120.05,-0.01,119.93,-120.02,1
1007,0.000120956603045558,133096,133090,133077,1.4,1.6,1.6,13831,13830,13828,11.8,12.4,15.4,120.01,-120,0.01,120.02,-119.99,0
1007,1.26020113284588e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1008,0.000409352818586298,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1008,0.000662252499262225,132933,133031,133096,0,2.5,2.5,13816,13819,13831,11.8,12.4,15.4,119.92,-120.05,-0.01,119.93,-120.03,1
1009,0.000163528793389883,133097,133091,133072,1.3,1.6,1.6,13831,13830,13827,11.8,12.1,16.4,120.01,-120,0.01,120.02,-119.99,0
1009,1.26365844494977e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1010,0.000409276795462506,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1010,0.000594069848301674,132937,133034,133090,0,2.4,2.5,13817,13820,13830,11.8,12.1,16.4,119.93,-120.05,-0.01,119.94,-120.03,1
1011,0.000186736104256497,133093,133090,133065,1.4,1.7,1.7,13830,13830,13826,13.4,13,18.4,120.01,-120,0.01,120.03,-119.99,0
1011,1.26067595415283e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1012,0.000409293354116322,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1012,0.000604238135758934,132924,133031,133083,0,2.5,2.6,13815,13819,13829,13.4,13,18.4,119.93,-120.05,-0.01,119.94,-120.02,1
1013,0.000185979423214407,133091,133092,133065,1.4,1.7,1.8,13830,13830,13826,14.1,12.5,18.3,120.01,-119.99,0.01,120.03,-119.98,0
1013,1.26306272589621e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1014,0.000409234683157346,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1014,0.000619162558931579,132915,133033,133082,0,2.5,2.7,13815,13820,13829,14.1,12.5,18.3,119.93,-120.05,-0.01,119.94,-120.02,1
1015,0.000193494109541516,133094,133083,133063,1.4,1.8,1.8,13830,13829,13826,13.6,14.8,19.5,120.01,-120,0.01,120.03,-119.99,0
1015,1.26124841659086e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1016,0.00040924221142185,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1016,0.000631442149190698,132925,133021,133084,0,2.7,2.6,13816,13818,13830,13.6,14.8,19.5,119.92,-120.06,-0.01,119.93,-120.03,1
1017,0.000197524169645585,133091,133085,133061,1.4,1.8,1.8,13830,13829,13825,14.3,14.7,19.9,120.01,-120,0.01,120.03,-119.99,0
1017,1.26427200503846e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1018,0.000409243669174242,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1018,0.000630624164127368,132918,133022,133081,0,2.7,2.7,13815,13818,13829,14.3,14.7,19.9,119.92,-120.05,-0.01,119.93,-120.03,1
1019,0.000185902378126586,133096,133089,133067,1.3,1.7,1.7,13831,13830,13826,12.6,13.1,17.9,120.01,-120,0.01,120.02,-119.99,0
1019,1.26490721888261e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1020,0.000409285018663237,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1020,0.000589682251201298,132933,133031,133086,0,2.5,2.5,13816,13819,13830,12.6,13.1,17.9,119.93,-120.05,-0.01,119.94,-120.03,1
1021,0.00012202738493667,133093,133076,133093,1.6,1.6,1.4,13830,13828,13830,12,15.5,12.3,120,-120.01,0.01,120,-120,0
1021,1.2580020702411e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1022,0.000409613228877811,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1022,0.000946871541641473,132922,133007,133119,0,2.8,2.5,13815,13816,13835,12,15.5,12.3,119.89,-120.08,-0.01,119.9,-120.05,1
1023,0.000122048711084229,133089,133072,133088,1.6,1.7,1.4,13830,13827,13829,13.3,16.9,13.9,120,-120.01,0.01,120.01,-120,0
1023,1.25654373589817e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1024,0.000409565831705568,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1024,0.000980638372156172,132911,133000,133116,0,3,2.6,13814,13814,13834,13.3,16.9,13.9,119.89,-120.08,-0.01,119.9,-120.05,1
1025,0.000396748166794563,133105,133046,133053,1.7,2.4,1.7,13832,13823,13824,12.1,24.7,24.8,120.01,-120.02,0.01,120.03,-120.01,0
1025,1.28827956065588e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1026,0.000409376389360272,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1026,0.000903156551441978,132963,132971,133093,0,3.7,2.5,13820,13810,13832,12.1,24.7,24.8,119.89,-120.11,-0.01,119.91,-120.08,1
1027,0.000456830546828092,133105,133036,133046,1.8,2.6,1.8,13832,13822,13823,12.8,27.5,27.5,120.01,-120.02,0.01,120.03,-120.01,0
1027,1.28989832413681e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1028,0.000409373722172431,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1028,0.000973054619614768,132963,132957,133090,0,4,2.6,13820,13808,13831,12.8,27.5,27.5,119.89,-120.12,-0.01,119.91,-120.09,1
1029,0.000797249525243503,133119,133006,133006,1.9,3.4,2.3,13834,13818,13817,12.7,37.5,40.2,120.03,-120.03,0.02,120.06,-120.02,0
1029,1.32300055439242e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1030,0.000409153657384005,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1030,0.00113507825087,133010,132922,133063,0,5,2.6,13824,13803,13828,12.8,37.5,40.2,119.89,-120.14,-0.01,119.93,-120.12,1
1031,0.0007405726393949,133114,133010,133007,1.9,3.3,2.3,13833,13818,13818,14.1,36.6,39.6,120.03,-120.03,0.02,120.06,-120.02,0
1031,1.32775348211403e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1032,0.000409100982395475,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1032,0.00107729046516126,132990,132925,133062,0,4.9,2.7,13822,13803,13827,14.1,36.5,39.5,119.89,-120.14,-0.01,119.92,-120.11,1
1033,0.00100346020669942,133123,132981,132978,2.2,4,2.6,13834,13814,13814,14.5,45.6,49.3,120.04,-120.03,0.02,120.07,-120.03,0
1033,1.34612635802237e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1034,0.000408971540108388,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1034,0.00135252000921205,133020,132888,133046,0,5.8,2.7,13825,13798,13826,14.5,45.5,49.3,119.88,-120.17,-0.01,119.93,-120.14,1
1035,0.00103034257024563,133126,132980,132978,2.2,4,2.6,13835,13814,13813,13.8,45.9,49.6,120.04,-120.04,0.02,120.07,-120.03,0
1035,1.35478655765959e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1036,0.000408988143573512,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1036,0.0013799220517815,133030,132888,133046,0,5.8,2.7,13826,13798,13826,13.8,45.8,49.5,119.88,-120.17,-0.01,119.93,-120.14,1
1037,0.000829385984996647,133119,133006,132997,1.9,3.5,2.4,13834,13818,13816,13.5,38.3,42.3,120.03,-120.03,0.02,120.06,-120.02,0
1037,1.33551818642484e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1038,0.000409000930189018,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1038,0.00110181374658079,133009,132921,133054,0,5.1,2.6,13824,13803,13826,13.5,38.2,42.3,119.89,-120.14,-0.01,119.93,-120.12,1
1039,0.00102493883161864,133124,132980,132977,2.2,4,2.6,13835,13814,13813,14.2,46,49.8,120.04,-120.04,0.02,120.07,-120.03,0
1039,1.35601167395027e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0.1,120,-120,0,120,-120,0
1040,0.000408982964695988,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0.1,119.96,-120.03,-0.01,119.95,-120.02,1
1040,0.00137021819110438,133026,132887,133045,0,5.8,2.7,13826,13797,13825,14.2,45.9,49.7,119.88,-120.17,-0.01,119.93,-120.14,1
1041,0.000176116851711333,133091,133065,133089,1.7,1.8,1.4,13830,13826,13830,13.1,18.4,14.1,119.99,-120.01,0.01,120,-120.01,0
1041,1.26206226775344e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1042,0.000409652883675467,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1042,0.00104049362568184,132916,132991,133121,0,3.1,2.6,13815,13813,13835,13.1,18.4,14.1,119.88,-120.09,-0.01,119.89,-120.06,1
1043,0.000163183303477467,133092,133070,133094,1.6,1.6,1.3,13830,13827,13830,12.3,16.8,12.4,119.99,-120.01,0.01,120,-120.01,0
1043,1.26023959753516e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1044,0.000409610665493731,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1044,0.00101404460924576,132921,132999,133124,0,3,2.5,13815,13814,13836,12.3,16.8,12.4,119.89,-120.09,-0.01,119.89,-120.06,1
1045,0.000692495986488675,133108,132997,133031,2.2,3.2,2,13832,13816,13821,14.5,38.4,35.2,120.01,-120.04,0.02,120.04,-120.03,0
1045,1.32367937875414e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1046,0.000409434166104153,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1046,0.00140383356010821,132970,132900,133093,0,5.1,2.7,13820,13799,13832,14.5,38.3,35.1,119.85,-120.17,-0.01,119.89,-120.14,1
1047,0.000890974762901073,133118,132978,133013,2.3,3.6,2.1,13834,13813,13819,13.4,44.1,41.5,120.02,-120.04,0.02,120.05,-120.04,0
1047,1.32829900746075e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0,0,120,-120,0,120,-120,0
1048,0.000409408187025239,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0,0,119.96,-120.03,-0.01,119.95,-120.02,1
1048,0.00156804080988865,133005,132878,133085,0,5.7,2.6,13824,13796,13831,13.4,44,41.4,119.85,-120.19,-0.01,119.89,-120.16,1
1049,0.00273160507626105,133184,132770,132828,4.2,8.2,4.4,13843,13783,13792,13.9,108,108.1,120.07,-120.12,0.05,120.15,-120.11,0
1049,1.52658211440884e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0.1,0.1,120,-120,0,120,-120,0
1050,0.000408610948622687,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0.1,0.1,119.96,-120.03,-0.01,119.95,-120.02,1
1050,0.00392416700915733,133222,132611,132994,0,12.2,2.7,13846,13756,13821,13.9,107.8,107.9,119.79,-120.41,-0.01,119.9,-120.38,1
1051,0.0029957368902106,133193,132738,132803,4.6,8.8,4.7,13845,13779,13788,14.2,117.7,117.5,120.08,-120.13,0.05,120.17,-120.13,0
1051,1.52852428702201e-05,133125,133124,133124,0.7,0.7,0.7,13835,13835,13835,0,0.1,0.1,120,-120,0,120,-120,0
1052,0.000408585208661981,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0.1,0.1,119.96,-120.03,-0.01,119.95,-120.02,1
1052,0.00431212931462266,133250,132568,132984,0,13.2,2.7,13849,13749,13820,14.2,117.4,117.3,119.77,-120.45,-0.01,119.89,-120.42,1
1053,0.00510115859819751,133272,132504,132599,6.9,13.9,7.3,13856,13745,13758,13.4,189.5,191.7,120.14,-120.22,0.08,120.29,-120.22,0
1053,1.76637704714937e-05,133125,133123,133124,0.7,0.7,0.7,13835,13835,13835,0,0.2,0.2,120,-120,0,120,-120,0
1054,0.000407730200957102,133032,133093,133132,0,1.2,1.2,13827,13829,13836,0,0.2,0.2,119.96,-120.03,-0.01,119.95,-120.02,1
1054,0.00725271265506259,133509,132270,132887,0,20.6,2.6,13876,13704,13809,13.5,189,191.1,119.7,-120.7,-0.01,119.91,-120.67,1
